name,price,oldPrice
"Лак для волос Сьёсс Volume Lift Сверхсильная фиксация (4) 400мл",486.0,649
"Шампунь для волос и тела Ollin Professional Care для ежедневного применения 1000мл",899.0,899
"Расческа вентиляционная Ameli Soft touch лодочка Черная",299.0,299
"Мусорные мешки Haus Frau с завязками 35л 20шт",89.0,89
"Окисляющая эмульсия для волос Ollin Professional OXY 1,5% 5vol. 90мл",179.0,179
"Омолаживающая мезо - сыворотка для лица Aravia Laboratories Mezo-plex Serum 50мл",359.0,549
"Осветлитель для волос Estel Uniq Sense Blond",519.0,519
"Средство для ногтей Frenchi Умная эмаль ' Turbo восстановление ' 11мл",299.0,299
"Женский дезодорант - антиперспирант Repute ' Violet ' 150мл",179.0,239
"Конфеты без сахара Scandic Арктическая мята 14г",79.0,99
"Стойкая крем - краска для волос Delicare Professional Color Trend 3.4 Темный шоколад",249.0,249
"Тушь и праймер с эффектом наращенных ресниц Vivienne Sabo Cabaret Premiere Double Extension Черный",599.0,829
"Мужской антиперспирант NIVEA Men Черное и Белое Невидимый Original 50мл",299.0,399
"Карандаш для век Essence Long lasting 01 0,28г",209.0,209
"Гель для стирки 2 в 1 LAVELiq Aroma ' Камелия ' 1,5л",299.0,399
"Крем - оксидант для волос Concept Fusion Inspiration 6% 100мл",149.0,149
"Салфетки Guten Tag из вискозы 30*38см 5шт",69.0,99
"Стойкая краска - гель Estel Only для волос 4/7 Шатен коричневый",415.0,415
"Пенка для умывания Aravia Laboratories Energy Skin Foam с муцином улитки и гинкго билоба 150мл",549.0,929
"Насадка для швабры из микрофибры Guten Tag Comfort 40*10см",115.0,195
"Влажные салфетки Guten Tag ' универсальные ' 7 в 1 , с антибактериальным эффектом 80шт",99.0,149
"Несмываемый крем - спрей для волос Valori Professional 15 in One 200мл",399.0,399
"Водостойкая пудра для бровей в наборе Catrice Brow Powder Set waterproof 020 4г",419.0,419
"Зубная паста Colgate Макс Блеск ' кристальная мята ' с отбеливающими пластинками 100мл",199.0,329
"Лимфодренажная маска для лица Aravia Laboratories Urban Detox Mask 100мл",489.0,699
"Энзимная пудра для умывания Sendo Peeling Powder Wash 75мл",209.0,299
"Аэрозоль - репеллент Gardex Family от летающих насекомых 150мл",449.0,449
"Элементы питания Opticell АА LR6 4шт",399.0,399
"Ежедневные прокладки Kotex Natural Normal в индивидуальной упаковке 20шт",139.0,189
"Аэрозоль от клещей и комаров Gardex Baby на одежду 150мл",459.0,459
"Шампунь - восстановление Estel Secrets для поврежденных волос ' регенерация ' 250мл",649.0,649
"Тампоны Kotex Super 24шт",429.0,549
"Отшелушивающие носочки для ног WEIS Peeling foot mask с экстрактом чайного дерева 1 пара",269.0,269
"Банная мочалка - лента Aqua Joy Romantic для душа и ванны , сизаль , полиэстер , поролон 62*10см",349.0,349
"Универсальный стиральный порошок LAVELiq Power Enzyme 2,4кг",399.0,599
"Стойкая крем-гель краска для волос Estel Color Signature 6/74 Парижские каштаны",489.0,489
"Тушь для ресниц Luxvisage Smoky Eyes ' Накладные ресницы ' 7г",278.0,429
"Зубная паста Colgate Тройное действие ' экстра отбеливание ' 100мл",129.0,179
"Стойкая крем - гель краска для волос Estel Color Signature 8/54 Красная Медь",489.0,489
"Мужские одноразовые станки для бритья Bic Sensitive 3 8шт",349.0,499
"Маникюрные ножницы Ameli",299.0,299
"Бальзам для волос Estel Curex Водный баланс для всех типов волос 250мл",529.0,529
"Лак для волос Тафт Power ' Невидимая фиксация ' Мегафиксация (5) 225мл",319.0,449
"Мочалка-лента для тела Aqua Joy Romantic 57*10см",449.0,449
"Жидкость для снятия лака Чистая сила Супер Эффект 250мл",199.0,199
"Стойкая краска - гель Estel Only для волос 7/1 Русый пепельный",415.0,415
"Средство для ногтей Frenchi Умная эмаль ' финишное покрытие с эффектом гель-лака ' 11мл",299.0,299
"Лосьон после бритья Foammen Бодрящая свежесть 100мл",449.0,449
"Тушь для ресниц Luxvisage Secret коричневая 12г",278.0,429
"Тушь для ресниц с эффектом подкручивания и объёма Vivienne Sabo Moore Moore 01 Черная 9мл",389.0,529
"Лосьон после бритья Gentle 100мл",194.0,299
"Объём - пудра для укладки волос Estel ST 3/3 Сверхсильная фиксация (4) 8г",419.0,419
"Крем для век SVOBODA и лица для сухой и чувствительной кожи ' Вечер ' 40г",139.0,139
"Отбеливатель Аист Бос плюс Maximum универсальный 600г",159.0,159
"Фольга алюминиевая Market Fresh особо прочная 14мкр 29см*10м",129.0,179
"Тушь для ресниц Luxvisage XXL эффект накладных ресниц коричневая 9г",324.0,499
